Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Chronic Migraine Additional Data,main region 2,Major content region in main (div). Preview: RESULTS FROM THE FORWARD OPEN-LABEL STUDY Evaluating Effectiveness of BOTOX® Compared to Topiramate for Headache Prevent…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/cm-additional-data,main_region_2,default,templateIds: tpl_19
Chronic Migraine Additional Data,main region 3,Major content region in main (div). Preview: Patients with Chronic Migraine were randomized to treatment with BOTOX® (n = 140) or topiramate (n = 142)4 % of patients…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/cm-additional-data,main_region_3,default,templateIds: tpl_19
Chronic Migraine Additional Data,main region 4,"Major content region in main (div). Preview: Effectiveness as measured by ≥ 50% responder rates at week 324,ll Primary Endpoint: Proportion of patients achieving ≥ 5…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/cm-additional-data,main_region_4,default,templateIds: tpl_19
Chronic Migraine Additional Data,Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/cm-additional-data,site_footer,default,templateIds: tpl_19
Severe Primary Axillary Hyperhidrosis - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/patient-id,header_chrome,default,templateIds: tpl_20
Severe Primary Axillary Hyperhidrosis - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Hyperhidrosis Hyperhidrosis Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/patient-id,main_region_0,default,templateIds: tpl_20
Severe Primary Axillary Hyperhidrosis - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Hyperhidrosis Disease Severity Scale (HDSS)1 Use this 4-point scale with patients to categorize the severity of their pr…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/patient-id,columns,default,templateIds: tpl_20
Severe Primary Axillary Hyperhidrosis - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/patient-id,site_footer,default,templateIds: tpl_20
Pediatric Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/safety,header_chrome,default,templateIds: tpl_21
Pediatric Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric Spasticity Pediatric Spasticity Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link Lis…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/safety,main_region_0,default,templateIds: tpl_21
Pediatric Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: A proven safety profile Upper limb Upper limb Lower limb Lower limb Pediatric Upper Limb Spasticity1 Adverse Reactions R…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/safety,columns,default,templateIds: tpl_21
Pediatric Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/safety,site_footer,default,templateIds: tpl_21
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,header_chrome,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Chronic Migraine Chronic Migraine Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_0,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,"Major content region in main (div). Preview: PRECISE PRECISE PREEMPT* Protocol—the only locally administered procedure delivered with purposeful fixed-site, fixed-do…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_1,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Corrugator 10 Units divided in 2 sites Procerus 5 Units in 1 site Frontalis 20 Units divided in 4 sites Temporalis 40 Un…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_2,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_3,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: .abbv-image-text-v1-733803750-large { display: inline-block; } Watch a demonstration of the proven PREEMPT Protocol and …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_4,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: MAXEdGETM The MAXEdGE™ Program for Advanced Practice Providers: When you're ready for the extra EdGE to advance your kno…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,columns,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 6,Major content region in main (div). Preview: Retreatment recommended once every 12 weeks1 .abbv-image-text-v1-739582785-large { display: inline-block; }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_6,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 7,Major content region in main (div). Preview: .abbv-image-text-v1-1817701337-large { display: inline-block; } MANAGING PATIENT CONCERNS Address hesitation with educat…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,main_region_7,default,templateIds: tpl_22
Chronic Migraine - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/dosing,site_footer,default,templateIds: tpl_22
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,header_chrome,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult Spasticity Adult Spasticity Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,main_region_0,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: ACCORDING TO MARKET RESEARCH: Less than HALF of physicians discuss BOTOX® efficacy with their patients5 Help your Adult …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,columns,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Proven efficacy and dosing established across 7 pivotal studies Adult Upper Limb Spasticity (ULS)1-4 Study 1 Study 2 Stu…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,main_region_2,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: A CLINICAL TRIAL (STUDY 6) EVALUATED BOTOX® 400 Units vs 240 Units in the upper limb4…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,main_region_4,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,"Major content region in main (div). Preview: IN ADULT ULS CLINICAL STUDY 6 BOTOX® 400 Units demonstrated greater elbow MAS improvement vs 240 Units4,6 More patients …",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,main_region_5,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 7,Major content region in main (div). Preview: Multiple organizations recommend BOTOX® The AAN* recommends that BOTOX® should be offered as a treatment option for foca…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,main_region_7,default,templateIds: tpl_23
Adult Spasticity - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/efficacy,site_footer,default,templateIds: tpl_23
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,header_chrome,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Chronic Migraine Chronic Migraine Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,main_region_0,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: PROVEN prevention in Chronic Migraine with significant headache (HA) day reductions1-3 8 to 9 fewer headache days per mo…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,columns,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: RESULTS FROM THE OPEN-LABEL EXTENSION PHASE OF PREEMPT 1 AND 2 Starting with BOTOX® earlier showed results sooner1-3 Dif…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,main_region_2,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: RESPONDER RATES IN PREEMPT Patients who achieved ≥ 50% reduction in headache days/month at week 243 Patients who achieve…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,main_region_3,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: MSQ-RFR RESULTS IN PREEMPT BOTOX® data beyond headache days MSQ-RFR❙ measures the degree to which performance of daily w…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,main_region_4,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 7,Major content region in main (div). Preview: See Open-Label Study See additional data See an evaluation of BOTOX® compared to another treatment for headache preventi…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,main_region_7,default,templateIds: tpl_24
Chronic Migraine - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/efficacy,site_footer,default,templateIds: tpl_24
Strabismus - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/safety,header_chrome,default,templateIds: tpl_25
Strabismus - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Strabismus Strabismus Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor Sec 2…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/safety,main_region_0,default,templateIds: tpl_25
Strabismus - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: Established safety profile Extraocular muscles adjacent to the injection site can be affected, causing vertical deviatio…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/safety,columns,default,templateIds: tpl_25
Strabismus - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/safety,site_footer,default,templateIds: tpl_25
Severe Primary Axillary Hyperhidrosis - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/safety,header_chrome,default,templateIds: tpl_26
Severe Primary Axillary Hyperhidrosis - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Hyperhidrosis Hyperhidrosis Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/safety,main_region_0,default,templateIds: tpl_26
Severe Primary Axillary Hyperhidrosis - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: ADVERSE REACTIONS Reported in 3% to 10% of adult patients following injection of BOTOX® in double-blind studies Injectio…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/safety,columns,default,templateIds: tpl_26
Severe Primary Axillary Hyperhidrosis - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/safety,site_footer,default,templateIds: tpl_26
Strabismus - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/efficacy,header_chrome,default,templateIds: tpl_27
Strabismus - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Strabismus Strabismus Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor Sec 2…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/efficacy,main_region_0,default,templateIds: tpl_27
Strabismus - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: History Clinical development of BOTOX® began with Dr. Alan B. Scott’s search for an alternative to surgery for patients …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/efficacy,columns,default,templateIds: tpl_27
Strabismus - Efficacy | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/efficacy,site_footer,default,templateIds: tpl_27
Pediatric Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/resources,header_chrome,default,templateIds: tpl_28
Pediatric Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric Spasticity Pediatric Spasticity Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link Lis…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/resources,main_region_0,default,templateIds: tpl_28
Pediatric Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/resources,columns,default,templateIds: tpl_28
Pediatric Spasticity - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/resources,site_footer,default,templateIds: tpl_28
Strabismus - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/resources,header_chrome,default,templateIds: tpl_29
Strabismus - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Strabismus Strabismus Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor Sec 2…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/resources,main_region_0,default,templateIds: tpl_29
Strabismus - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/resources,columns,default,templateIds: tpl_29
Strabismus - Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus/resources,site_footer,default,templateIds: tpl_29
Chronic Migraine - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/patient-id,header_chrome,default,templateIds: tpl_30
Chronic Migraine - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Chronic Migraine Chronic Migraine Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/patient-id,main_region_0,default,templateIds: tpl_30
Chronic Migraine - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: *Based on a study of Chronic Migraine patients (n = 512) who had sought evaluation from a healthcare professional (speci…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/patient-id,columns,default,templateIds: tpl_30
Chronic Migraine - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 11,"Major content region in main (div). Preview: Did you know? “Patients may leave out milder headache days. To uncover their true disease burden, consider asking a pati…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/patient-id,main_region_11,default,templateIds: tpl_30
Chronic Migraine - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/chronic-migraine/patient-id,site_footer,default,templateIds: tpl_30
Pediatric Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/dosing,header_chrome,default,templateIds: tpl_31
Pediatric Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric Spasticity Pediatric Spasticity Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link Lis…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/dosing,main_region_0,default,templateIds: tpl_31
Pediatric Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Proven weight-based dosing for Pediatric Spasticity1 UPPER LIMB UPPER LIMB LOWER LIMB LOWER LIMB *For anatomical referen…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/dosing,columns,default,templateIds: tpl_31
Pediatric Spasticity - Dosing and Administration | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/dosing,site_footer,default,templateIds: tpl_31
Adult Spasticity - Safety | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/safety,header_chrome,default,templateIds: tpl_32
